,EV/EBIT,Op. In./(NWC+FA),P/E,P/B,P/S,Op. In./Interest Expense,Working Capital Ratio,RoE,ROCE,Debt/Equity,Debt Ratio,Cash Ratio,Asset Turnover,Gross Profit Margin,Perf
7400,10.26622712,2.476543881,16.77665381,2.112782435,2.302700964,97.66117065,1.326274769,0.125935867,0.176819942,0.312898321,4.195926385,0.089401929,26.23902197,0.389014814,0.144629753
11827,40.97116152,0.022119146,48.59225802,2.484549103,9.167501033,0.975861223,0.211972294,0.051130555,0.040963108,1.262344331,1.792176885,0.062139029,0.137521692,0.669039394,0.187901318
7336,-18.55363965,-0.150819376,-5.235765185,4.387940594,1.130211639,-3.518406765,1.916234913,-0.838070547,0,3.961213721,1.252447878,0.664625573,6.216788809,0.372971585,-0.098381071
8630,-500,0.007604629,-43.43576003,1.842508247,0.166613793,0.260128169,1.292090064,-0.042419155,0,3.343761229,1.299064416,0.267758791,10.05441944,0.288585049,-0.422794118
1500,13.76986935,-3.810383055,22.09652007,-41.21371751,6.546987111,274.1647211,0.835191379,-1.865167791,0,0,0.848346309,0.742776043,29.84796209,0.897085599,0.666217672
5516,3.985876097,1.172892024,4.885751467,5.106480691,0.666137623,10.12952202,1.546476079,1.045178152,0.957349502,2.251546832,1.444139107,0.096172398,49.08418716,0.378166346,0
8060,-2.632005106,-5,-2.461251255,5.944866401,29.67221695,-93.29621518,1.662154451,-2.415383797,0,1.543609971,1.647832042,1.149107434,1.250580487,1,1.297777778
9619,-31.35906636,-0.186392048,-45.191806,6.914231595,1.677140015,-12.80985915,2.220902613,-0.152997461,0,0.559070494,2.788683199,0.737925574,8.225988701,0.139707275,0.230569948
8045,17.60082893,0.286783503,21.29548371,2.032801025,1.348382937,2.560299522,1.966964742,0.095456908,0.070624595,2.191016432,1.456409174,0.381925518,4.507014558,0.406822869,0.061324978
10315,-2.151536862,-0.50795262,-4.086005052,2.149821579,15.10108567,800,11.25423219,-0.526142663,0,0.159301002,7.27742441,10.72417425,2.956992527,1,4.662650602
2267,11.98190141,1.160442073,16.69210218,3.147146297,2.239518743,8.297002725,1.276444022,0.18854104,0.14084761,1.647702187,1.606905791,0.087473259,9.585900068,0.419921457,-0.074680387
11784,46.55435282,2.87149824,55.21930965,6.625955272,8.023654342,-200,0.782736424,0.119993446,0.129768457,0.483241856,3.069357172,0.156082556,6.083971739,0.470014272,0.329672447
6117,4.31199549,3.416356877,17.71472729,0.989850135,0.010049092,8.752380952,1.004082693,0.055877244,0.104806022,7.800521135,1.128196563,0.085847901,2000,0.014428729,1.068830442
692,-18.38430546,-0.277458418,-22.22555263,6.176264977,121.3402651,40.87021903,12.23381467,-0.277890277,0,0.12924309,8.737357588,11.71997421,0.494293568,1,-0.308266932
5109,19.20521862,0.668640495,23.51463962,10.66637836,4.850783709,30.33903372,2.41230408,0.453605862,0.362466729,0.958762983,2.043010648,0.440682715,7.210327308,0.533807095,0
9921,18.66514716,2.808696877,25.7072037,3.369511178,4.150953613,11.21935579,1.146686184,0.131072645,0.126018272,0.917470007,2.089953886,0.34117712,27.11567343,0.558451025,0.084929092
1507,14.25812175,0.308675865,18.56847185,2.87081663,1.476566013,6.450395508,2.002346757,0.154607049,0.135433856,1.230471465,1.812696619,0.151043972,4.154413149,0.251866382,0.196665242
